team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SJS,2025,SJS,SJS,Team Level,4on5,82,0.1,0.08,0.1,23974,48.33,5.63,2.57,7.03,1.51,14.63,31.62,5.41,5.63,5.41,45,18,3,66,3,4,1,2,0,14,40,42,60,9,21,173,43,38,40,32,25,6,0.83,3.01,1.79,0,2,1,66,63,63,35,0.59,1.21,1.21,5.01,5.01,4.98,409.22,52.92,39.48,86.01,13.91,239.02,121.66,48.47,52.92,48.47,380,173,174,727,55,59,7,64,2,231,142,325,498,19,41,247,16,18,60,380,105,68,11.17,12.3,29.44,10,13,32,727,553,553,11,10.17,13.36,12.81,50.29,50.29,47.24
SJS,2025,SJS,SJS,Team Level,5on4,82,0.88,0.87,0.84,24125,350.89,49.62,33.32,76.21,11.92,195.57,100.36,44.62,49.62,44.62,325,142,182,649,46,52,6,65,0,168,136,279,421,16,32,223,16,18,78,300,99,68,8.11,11.73,29.77,7,13,26,649,467,467,4,8.89,13.98,13.35,45.16,45.16,43.01,68.69,6.59,3.43,10.55,2.1,20.91,46.41,6.48,6.59,6.48,72,18,8,98,7,6,1,9,0,11,57,65,83,12,24,210,42,34,53,62,23,5,2.15,3.1,1.34,4,2,1,98,90,90,45,0.79,0.96,0.96,6.42,6.42,6.37
NSH,2025,NSH,NSH,Team Level,other,82,0.48,0.5,0.51,12010,184.7,39.87,12.72,34.11,6.25,98.91,60.13,36.84,39.87,36.84,162,90,61,313,32,23,2,31,0,89,77,130,220,2,4,141,24,20,29,132,65,55,5.33,8.02,26.53,6,8,18,313,252,252,8,3.72,6.93,6.27,37.31,37.31,35.59,180.02,43.77,12.55,31.3,5.91,91.8,60.68,41.51,43.77,41.51,162,84,71,317,44,13,3,21,0,86,82,118,202,8,16,136,28,20,33,126,62,58,5.19,7.87,30.7,5,16,23,317,246,246,11,3.64,4.16,4.16,43.26,43.26,41.78
NSH,2025,NSH,NSH,Team Level,all,82,0.48,0.5,0.49,299335,2567.53,251.09,181.15,616.79,86.54,1376.17,981.26,238.62,250.31,237.91,2285,1208,1314,4807,242,306,32,514,6,1235,1190,2043,3251,301,653,2399,1576,425,1236,2591,618,284,75.46,77.34,98.3,86,85,71,4766.86,3493,3468.55,603,40.58,61.56,62.51,229.16,228.7,222.36,2676.62,269.8,186.11,632.9,89.13,1421.88,1033.17,257.01,272.09,259.18,2431,1202,1103,4736,267,260,41,511,3,1289,1303,2164,3366,287,631,2354,1661,354,1295,2660,693,280,79.48,86.19,104.13,87,104,76,4786.7,3633,3667.51,573,41.57,57.59,57.65,253.73,255.57,248.38
NSH,2025,NSH,NSH,Team Level,5on5,82,0.49,0.5,0.48,241567,1972.57,166.64,133.69,498.29,66.71,1052.28,771.4,160.16,165.85,159.46,1729,960,1106,3795,151,231,22,414,6,959,928,1578,2538,267,585,1839,1491,348,1082,2049,466,174,60,58.75,47.9,66,59,26,3754.86,2689,2664.55,551,27.89,44.86,44.86,149.67,149.21,146.38,2101.77,173.19,138.08,524.21,70.4,1131.04,832.06,167.19,175.48,169.37,1896,973,916,3785,181,200,32,428,3,1036,1021,1715,2688,257,573,1842,1575,287,1108,2210,500,159,65.73,61.5,45.96,78,74,29,3835.7,2869,2903.51,520,28.73,42.8,42.85,159.06,160.91,158.28
NSH,2025,NSH,NSH,Team Level,4on5,82,0.1,0.14,0.16,23457,59.12,5.01,2.88,8.96,1.85,18.93,41.37,4.87,5.01,4.87,65,14,10,89,7,5,0,7,0,15,45,58,72,14,28,204,43,43,43,57,18,4,1.49,2.38,1.14,3,4,0,89,79,79,36,0.65,0.8,0.8,4.86,4.86,4.82,325.51,46.31,32.27,67.16,10.7,178.46,92.11,41.85,46.31,41.85,304,123,106,533,40,42,6,59,0,150,136,264,387,12,22,190,21,24,109,258,114,55,6.31,14.75,25.26,3,13,24,533,427,427,3,8.46,9.57,9.57,45.19,45.19,42.13
NSH,2025,NSH,NSH,Team Level,5on4,82,0.86,0.86,0.84,22301,351.15,39.58,31.86,75.42,11.73,206.05,108.38,36.76,39.58,36.76,329,144,137,610,52,47,8,62,0,172,140,277,421,18,36,215,18,14,82,353,69,51,8.64,8.2,22.73,11,14,27,610,473,473,8,8.32,8.96,10.57,37.31,37.31,35.57,69.32,6.53,3.22,10.24,2.13,20.57,48.32,6.45,6.53,6.45,69,22,10,101,2,5,0,3,0,17,64,67,89,10,20,186,37,23,45,66,17,8,2.25,2.07,2.21,1,1,0,101,91,91,39,0.74,1.06,1.06,6.21,6.21,6.19
DAL,2025,DAL,DAL,Team Level,other,82,0.59,0.52,0.51,10274,153.02,40.5,10.67,26.77,5.25,74.34,48.47,37.47,40.5,37.47,137,69,89,295,34,16,3,21,2,73,60,103,172,4,8,133,23,22,33,94,57,55,3.94,7.17,29.39,7,11,16,295,206,206,14,3.2,5.53,5.53,38.17,38.17,36.98,141.77,27.56,9.35,26.06,4.73,78.76,50.54,25.46,27.56,25.46,134,63,73,270,31,10,3,18,0,70,68,103,166,5,14,122,37,18,37,115,50,32,4.94,6.05,16.58,6,9,16,270,197,197,10,2.67,2.29,2.29,27.93,27.93,25.8
DAL,2025,DAL,DAL,Team Level,all,82,0.52,0.48,0.48,300010,2281.68,259.26,161,534.6,76.74,1187.2,853.2,245.96,261.62,248.17,2076,996,1131,4203,273,280,53,396,6,1065,1052,1803,2799,290,633,2249,1553,382,1193,2109,662,301,67.26,82.1,109.91,92,93,88,4266.69,3072,3107.11,563,36.44,64.05,64.05,231.64,233.47,228.6,2399.64,237.93,162.79,582.24,81.81,1282.18,921.06,223.39,237.41,222.9,2145,1123,1311,4579,222,271,33,404,3,1122,1246,1923,3046,289,631,2110,1993,387,1311,2421,580,267,74.71,70.29,92.93,80,67,75,4551.53,3268,3260.17,566,36.38,55.11,55.11,219.2,218.9,211.02
DAL,2025,DAL,DAL,Team Level,5on5,82,0.51,0.47,0.48,242686,1728.72,159.03,115.59,431.85,57.79,904.64,670.11,152.48,161.38,154.68,1571,768,920,3259,170,203,30,320,2,831,813,1401,2169,261,575,1733,1481,309,1060,1691,489,159,54.41,60.49,44.12,75,67,28,3322.69,2339,2374.11,515,24.18,42.01,42.01,141.18,143.02,140.63,1848.05,154.11,117.17,470,62.59,985.35,731.77,149.35,153.59,148.86,1635,886,1087,3608,138,202,24,322,3,877,979,1497,2383,266,581,1589,1881,314,1166,1944,427,150,59.85,51.72,42.55,68,43,27,3580.53,2521,2513.17,527,24.35,39.84,40.13,138.31,138.03,136.21
DAL,2025,DAL,DAL,Team Level,4on5,82,0.09,0.11,0.12,24646,51.74,4.97,2.26,7.48,1.58,15.21,34.5,4.91,4.97,4.91,53,13,7,73,4,2,1,2,0,11,47,49,62,10,20,166,39,38,42,48,11,7,1.24,1.54,2.19,2,1,1,73,66,66,33,0.53,0.55,0.55,4.95,4.95,4.93,354.77,50.48,33.15,77.59,12.55,199.01,101.21,42.88,50.48,42.88,307,167,139,613,46,57,5,57,0,167,147,261,428,10,20,232,26,20,83,310,87,77,8.35,10.52,31.6,5,12,29,613,474,474,11,8.67,12.41,12.11,47.03,47.03,43.16
DAL,2025,DAL,DAL,Team Level,5on4,82,0.9,0.87,0.86,22404,348.19,54.77,32.49,68.49,12.12,193.01,100.12,51.11,54.77,51.11,315,146,115,576,65,59,19,53,2,150,132,250,396,15,30,217,10,13,58,276,105,80,7.67,12.89,34.21,8,14,43,576,461,461,1,8.54,15.96,15.96,47.34,47.34,46.06,55.06,5.78,3.11,8.59,1.93,19.06,37.53,5.71,5.78,5.71,69,7,12,88,7,2,1,7,0,8,52,62,69,8,16,167,49,35,25,52,16,8,1.57,2.01,2.2,1,3,3,88,76,76,18,0.7,0.57,0.57,5.92,5.92,5.84
STL,2025,STL,STL,Team Level,other,82,0.42,0.44,0.42,9540,108.74,26.58,7.42,18.51,3.64,56.36,38.5,25.03,26.58,25.03,94,57,62,213,24,7,3,6,0,65,49,70,127,6,10,117,15,12,27,81,33,37,3.35,4.35,18.88,3,3,18,213,151,151,16,2.07,2.43,2.43,26.22,26.22,25.03,154.23,36.53,10.98,25.99,4.89,82.82,48.79,33.18,36.53,33.18,150,60,65,275,27,11,1,23,1,89,59,123,183,6,20,113,24,10,34,107,51,52,4.65,6.02,25.86,4,8,15,275,210,210,14,3.21,5.34,5.34,34.41,34.41,32.38
STL,2025,STL,STL,Team Level,all,82,0.47,0.48,0.47,298612,2280.02,221.97,157.24,542.66,75.56,1217.06,880.62,211.27,223,212.21,2078,1019,1171,4268,230,250,22,407,3,1078,1129,1848,2867,263,611,2181,1796,358,1197,2265,605,227,69.27,75.24,77.46,84,86,60,4274.7,3097,3110.13,540,34.42,48.14,48.14,208.13,209.12,203.84,2537.14,246.8,174.52,610.33,84.42,1367.89,981.11,234.37,247.76,235.36,2273,1193,1225,4691,254,251,37,499,7,1258,1197,2019,3212,261,606,2237,1487,383,1305,2559,636,271,73.58,78.6,94.62,94,83,77,4718.04,3466,3477.08,598,38.82,57.53,57.6,227.96,229.11,222.23
STL,2025,STL,STL,Team Level,5on5,82,0.49,0.48,0.48,246650,1860.21,160.24,123.74,461.97,61.65,991.06,725.47,152.66,161.27,153.6,1679,847,973,3499,164,212,16,347,3,886,914,1515,2362,239,565,1691,1734,296,1064,1875,504,147,57.11,62.36,40.76,72,74,18,3505.7,2526,2539.13,490,25.7,39.84,39.84,145.97,146.96,143.84,2000.84,164.74,130.83,507.29,67.02,1070.22,790.98,158.19,165.69,159.18,1779,953,1029,3761,174,201,25,426,5,995,931,1605,2558,240,558,1789,1412,322,1154,2095,471,166,59.79,58.9,46.05,81,59,34,3788.04,2732,2743.07,545,27.26,41.77,42.17,149.77,150.92,148.15
STL,2025,STL,STL,Team Level,4on5,82,0.08,0.12,0.13,21057,49.43,3.5,2.41,8.03,1.54,16.52,35,3.44,3.5,3.44,52,15,12,79,5,2,0,7,0,9,44,47,62,5,10,179,28,30,35,55,10,2,1.63,1.32,0.55,3,1,1,79,67,67,30,0.56,0.42,0.42,3.64,3.64,3.59,327.69,40.16,29.59,68.97,10.72,196.83,103.74,37.68,40.16,37.68,289,161,121,571,49,37,11,48,1,162,153,240,401,10,18,186,13,17,80,309,94,47,7.72,11.08,21.35,8,14,27,571,450,450,8,7.65,10.11,9.78,38.01,38.01,35.97
STL,2025,STL,STL,Team Level,5on4,82,0.85,0.85,0.83,21365,261.64,31.66,23.66,54.15,8.75,153.12,81.65,30.13,31.66,30.13,253,100,124,477,37,29,3,47,0,118,122,216,316,13,26,194,19,20,71,254,58,41,7.17,7.21,17.28,6,8,23,477,353,353,4,6.07,5.44,5.44,32.3,32.3,31.38,54.39,5.37,3.12,8.08,1.8,18.02,37.61,5.33,5.37,5.33,55,19,10,84,4,2,0,2,0,12,54,51,70,5,10,149,38,34,37,48,20,6,1.42,2.6,1.36,1,2,1,84,74,74,31,0.71,0.31,0.31,5.77,5.77,5.74
CGY,2025,CGY,CGY,Team Level,other,82,0.44,0.44,0.41,12431,129.94,30.36,8.81,23.48,4.46,65.62,44.27,28.06,30.36,28.06,116,61,74,251,25,13,7,18,2,58,61,91,152,6,14,132,36,23,38,81,52,44,3.17,6.35,20.84,0,5,20,251,177,177,16,2.57,4.95,5.33,27.61,27.61,26.12,187.43,39.31,13.4,34.94,6.21,98.56,59.58,35.79,39.31,35.79,170,82,72,324,36,18,0,32,1,96,69,134,216,5,12,158,22,28,26,124,78,50,5.44,10.08,23.8,2,9,25,324,252,252,7,3.91,5.1,5.1,38.13,38.13,35.7
CGY,2025,CGY,CGY,Team Level,all,82,0.46,0.49,0.48,298507,2511.26,232.23,170.73,612.03,84.84,1331.84,984.39,222.48,232.13,222.39,2307,1110,1372,4789,208,255,33,475,6,1165,1308,2099,3209,292,659,2312,1660,371,1358,2564,607,246,73.48,76.17,82.59,78,72,58,4769.87,3417,3414.8,676,37.93,53.8,54.23,215.87,215.73,210.6,2692.32,270.16,188.65,643.63,91.23,1434.39,1046.94,255.51,271.59,256.86,2455,1220,1342,5017,256,318,30,553,9,1218,1321,2199,3419,284,643,2376,1599,432,1297,2638,734,303,79.98,90.42,99.74,88,87,81,5053.1,3675,3688.06,574,42.4,64,64.05,248.51,249.86,242.46
CGY,2025,CGY,CGY,Team Level,5on5,82,0.47,0.49,0.49,241983,1993.79,158.54,129.2,509.55,67.75,1061.28,792.74,153.11,158.45,153.01,1833,887,1131,3851,144,194,17,386,3,943,1050,1689,2576,246,563,1791,1570,304,1204,2113,454,153,59.59,57.06,41.9,73,50,21,3831.87,2720,2717.8,626,26.95,37.85,37.93,147.49,147.35,145.22,2079.95,178.88,138.03,521.45,70.7,1103.23,831.73,171.47,180.3,172.83,1878,966,1129,3973,176,242,21,455,7,939,1025,1702,2668,255,585,1843,1534,363,1151,2137,520,187,64.34,63.69,50.84,81,64,31,4009.1,2844,2857.06,524,28.9,45.89,45.94,161.83,163.18,159.82
CGY,2025,CGY,CGY,Team Level,4on5,82,0.15,0.16,0.17,22356,77.77,7.63,3.83,11.57,2.43,23.61,52.93,7.46,7.63,7.46,79,23,21,123,10,8,2,8,0,17,59,69,92,12,26,186,38,28,32,70,24,8,2.05,3.18,2.4,3,5,2,123,102,102,27,0.87,1.33,1.33,7.18,7.18,7.13,359.57,44.76,33.52,77.83,12.13,211.05,111.7,41.11,44.76,41.11,338,153,134,625,41,54,8,59,1,168,168,297,450,13,24,196,13,15,73,324,111,56,8.67,13.4,22.7,4,14,23,625,491,491,5,8.76,12.22,12.22,41.3,41.3,39.71
CGY,2025,CGY,CGY,Team Level,5on4,82,0.83,0.86,0.83,21737,309.76,35.7,28.89,67.44,10.19,181.32,94.45,33.86,35.7,33.86,279,139,146,564,29,40,7,63,1,147,138,250,389,28,56,203,16,16,84,300,77,41,8.68,9.58,17.44,2,12,15,564,418,418,7,7.54,9.67,9.64,33.6,33.6,32.14,65.36,7.21,3.7,9.42,2.2,21.55,43.94,7.14,7.21,7.14,69,19,7,95,3,4,1,7,0,15,59,66,85,11,22,179,30,26,47,53,25,10,1.53,3.27,2.4,1,0,2,95,88,88,38,0.84,0.78,0.78,7.26,7.26,7.23
CAR,2025,CAR,CAR,Team Level,other,82,0.59,0.58,0.57,11604,188.29,42.63,12.62,33.61,6.18,98.37,62.59,39.82,42.63,39.82,155,101,102,358,46,9,1,25,0,104,72,109,210,9,18,133,34,24,35,122,79,55,4.74,9.7,28.2,9,12,25,358,256,256,17,3.68,3.11,3.11,43.2,43.2,40.92,139.93,30.2,10.07,27.27,5,72.88,44.58,28.83,30.2,28.83,118,72,64,254,30,13,2,17,0,77,53,88,160,10,20,153,29,19,52,96,47,47,3.81,5.68,20.7,5,6,19,254,190,190,25,2.86,3.62,3.62,29.43,29.43,28.45
CAR,2025,CAR,CAR,Team Level,all,82,0.56,0.59,0.59,299814,3075.26,300.64,205.63,759.64,103.51,1622.84,1174.74,285.77,303.09,288.1,2638,1529,1584,5751,291,312,28,644,4,1525,1391,2347,3876,278,588,2495,1635,470,1325,3072,767,328,94.41,94.64,111.6,106,105,80,5835.07,4167,4224.98,571,45.82,60.35,60.63,285.83,287.92,279.87,2192.66,235.15,154.92,516.37,73.94,1135.92,833.7,224.03,233.97,222.93,1963,987,1001,3951,236,259,29,349,3,1006,1097,1727,2714,286,605,2483,1930,354,1360,2032,656,262,64.53,80.32,90.29,71,96,69,3906.3,2950,2922.58,692,34.93,55.97,55.97,214.11,213.41,208.04
CAR,2025,CAR,CAR,Team Level,5on5,82,0.56,0.6,0.59,244683,2432.9,202.33,155.95,633.78,82.19,1286.38,944.36,193.83,204.78,196.16,2073,1232,1315,4620,185,256,21,535,3,1201,1125,1888,3120,243,512,1958,1540,391,1138,2549,548,208,78,67.9,56.42,82,76,27,4704.06,3305,3362.98,503,32.57,47.74,48.01,186.89,188.97,185.29,1706.56,157.01,115.17,418.34,57.29,888.03,666.14,150.82,155.84,149.73,1521,781,807,3109,160,193,16,290,3,787,869,1361,2142,245,514,1928,1818,297,1199,1644,511,147,52.14,62.84,42.03,61,76,23,3064.3,2302,2274.58,633,24.15,38.91,39.57,141.6,140.9,138.5
CAR,2025,CAR,CAR,Team Level,4on5,82,0.18,0.2,0.23,21718,88.47,9.18,4.71,13.11,2.71,27.3,58.99,8.72,9.18,8.72,86,30,12,128,9,9,2,14,0,20,64,77,107,7,17,172,50,40,57,72,36,8,2.42,4.62,2.14,2,5,2,128,116,116,40,1.07,1.45,1.45,8.79,8.79,8.57,287.21,41.73,26.69,61.65,9.64,155.87,83.43,38.44,41.73,38.44,258,121,125,504,42,49,10,41,0,134,113,216,337,16,35,220,25,8,74,240,78,61,7.04,9.18,25.5,4,12,26,504,379,379,4,7.24,12.3,11.64,37.31,37.31,35.38
CAR,2025,CAR,CAR,Team Level,5on4,82,0.88,0.88,0.86,21809,365.59,46.5,32.35,79.13,12.44,210.79,108.8,43.4,46.5,43.4,324,166,155,645,51,38,4,70,1,200,130,273,439,19,41,232,11,15,95,329,104,57,9.25,12.41,24.83,13,12,26,645,490,490,11,8.51,8.05,8.05,46.95,46.95,45.1,58.97,6.22,2.99,9.11,2.01,19.14,39.54,5.94,6.22,5.94,66,13,5,84,4,4,1,1,0,8,62,62,75,15,36,182,58,30,35,52,20,7,1.54,2.62,2.06,1,2,1,84,79,79,30,0.69,1.14,1.14,5.77,5.77,5.72
MIN,2025,MIN,MIN,Team Level,other,82,0.55,0.54,0.55,9852,175.84,39.9,13.14,31.58,6.67,97.18,57.53,37.11,39.9,37.11,153,93,72,318,39,18,2,24,0,95,70,114,207,12,27,116,15,11,30,138,51,57,5.5,6.38,28.01,5,9,25,318,246,246,11,3.99,3.68,2.83,41.06,41.06,38.64,150.87,32.8,10.86,27.42,5.08,81.9,45.94,30.18,32.8,30.18,140,64,68,272,33,10,2,20,1,81,59,107,171,13,29,131,30,17,34,117,46,41,4.42,5.45,22.93,6,8,19,272,204,204,11,3.39,3.04,3.04,33.14,33.14,30.75
MIN,2025,MIN,MIN,Team Level,all,82,0.52,0.49,0.5,300590,2676.49,265.88,191.21,632.15,90.53,1443.88,1036.34,252.09,268.13,254.2,2394,1266,1238,4898,268,304,28,468,3,1316,1301,2126,3392,263,600,2192,1742,374,1221,2675,690,295,78.16,83,104.73,99,89,80,4959.78,3660,3700.44,534,43.17,59.52,59.97,249.09,250.93,243.1,2672.88,242.92,186.69,645.83,89.74,1469.78,1046.05,230.84,241.75,229.78,2414,1267,1405,5086,235,270,30,541,8,1300,1327,2179,3446,298,676,2508,1516,356,1248,2866,587,228,83.83,74.21,84.89,86,79,70,5053.65,3681,3655.94,607,41.68,55.57,56.45,228.15,227.31,220.53
MIN,2025,MIN,MIN,Team Level,5on5,82,0.52,0.48,0.49,246676,2066.35,174.74,139.78,507,68.95,1107.45,826.08,167.36,176.99,169.46,1847,977,1011,3835,167,231,18,369,2,1029,1026,1680,2657,230,525,1691,1676,323,1058,2112,534,178,60.69,64.35,49.69,82,63,22,3896.78,2824,2864.44,484,29.13,44.45,45.56,158.3,160.14,157.09,2128.05,164.58,141.32,537.27,71.64,1168.25,855.94,158.02,163.41,156.97,1896,1043,1177,4116,158,211,17,448,5,1024,1093,1738,2781,259,588,1972,1415,302,1114,2342,465,132,68.39,59.23,36.97,73,62,23,4083.65,2939,2913.94,551,29.39,38.75,38.75,155.22,154.38,151.34
MIN,2025,MIN,MIN,Team Level,4on5,82,0.07,0.1,0.12,20250,47.23,3.26,2.14,7.3,1.4,14.72,33.18,3.24,3.26,3.24,58,4,5,67,6,0,0,2,0,7,47,52,56,9,24,175,30,23,35,48,11,3,1.1,1.36,0.81,1,5,0,67,62,62,31,0.51,0,0,3.77,3.77,3.75,341.2,40.87,31.9,72.95,11.29,202.09,106.9,38.08,40.87,38.08,322,144,149,615,40,45,10,68,2,181,130,282,426,14,31,190,16,13,56,353,61,52,9.59,7.34,23.94,5,8,27,615,466,466,5,8.3,13.02,13.9,35.27,35.27,33.98
MIN,2025,MIN,MIN,Team Level,5on4,82,0.91,0.89,0.88,23812,387.06,47.98,36.14,86.27,13.51,224.54,119.55,44.39,47.98,44.39,336,192,150,678,56,55,8,73,1,185,158,280,472,12,24,210,21,17,98,377,94,57,10.86,10.91,26.2,11,12,33,678,528,528,8,9.57,11.39,11.57,45.97,45.97,43.63,52.75,4.66,2.62,8.2,1.72,17.53,37.27,4.56,4.66,4.56,56,16,11,83,4,4,1,5,0,14,45,52,68,12,28,215,55,24,44,54,15,3,1.44,2.18,1.05,2,1,1,83,72,72,40,0.61,0.76,0.76,4.51,4.51,4.46
CHI,2025,CHI,CHI,Team Level,other,82,0.49,0.51,0.53,12782,141.79,26.89,10.83,27.59,5.04,74.67,45.97,24.84,26.89,24.84,123,68,48,239,19,14,1,15,0,78,65,104,172,6,20,111,20,13,29,102,54,35,3.86,6.64,16.4,3,5,11,239,191,191,8,3.19,3.66,3.73,26.35,26.35,24.86,127.16,28.38,8.55,21.65,4.22,63.98,45.22,27.48,28.38,27.48,111,61,54,226,34,10,2,9,0,55,64,77,138,10,20,116,32,18,30,86,48,38,3.51,5.86,19.01,8,5,21,226,172,172,10,2.42,2.94,2.97,27.83,27.83,27.18
CHI,2025,CHI,CHI,Team Level,all,82,0.44,0.46,0.46,299285,2306.05,219.25,158.67,553.82,76.67,1232.34,889.26,208.89,219.42,209.05,2016,1114,1052,4182,210,233,21,438,10,1087,1152,1806,2920,276,604,2060,1346,403,1299,2323,568,239,68.57,69.02,81.65,66,83,61,4163.23,3130,3121.28,618,35.45,43.67,43.67,211.04,211.09,204.74,2755.06,277.46,198.44,655.73,92.72,1453.61,1053.04,263.25,278.67,264.44,2457,1274,1150,4881,270,331,34,504,5,1293,1328,2187,3461,274,598,2417,1860,389,1218,2670,757,304,80.43,93.7,103.32,104,96,70,4926.25,3731,3751.2,524,44.14,73.1,73.22,248.38,249.55,243.78
CHI,2025,CHI,CHI,Team Level,5on5,82,0.42,0.46,0.45,241813,1820.73,145.68,118.17,458.6,61.17,976.04,722.34,140.91,145.85,141.06,1581,901,866,3348,151,191,19,358,9,848,925,1430,2331,242,526,1607,1261,338,1140,1913,424,145,55.03,51.55,39.1,55,69,27,3329.23,2482,2473.28,567,24.52,33.39,33.9,136.3,136.36,134.19,2218.66,197.59,151.13,549.82,74.72,1180.33,868.42,188.08,198.8,189.27,1981,1041,970,3992,198,256,25,424,4,1059,1081,1783,2824,237,522,1855,1746,319,1070,2242,583,197,68.02,72.17,57.4,92,81,25,4037.24,3022,3042.2,464,31.59,56.2,56.73,172.45,173.62,170.33
CHI,2025,CHI,CHI,Team Level,4on5,82,0.09,0.11,0.12,22541,48.12,4.81,2.41,7.37,1.42,14.78,32.2,4.74,4.81,4.74,47,16,6,69,5,1,1,5,0,10,42,42,58,5,10,160,54,41,47,44,14,5,1.52,1.88,1.4,3,0,2,69,63,63,38,0.55,0.34,0.34,5.02,5.02,4.98,353.88,46.53,35.91,75.93,12.06,191.32,101.26,42.77,46.53,42.77,307,156,115,578,36,63,7,63,1,166,134,271,427,13,26,246,23,18,60,289,110,64,7.39,13.56,25.58,4,9,23,578,463,463,1,9.5,13.44,13.01,43,43,41.21
CHI,2025,CHI,CHI,Team Level,5on4,82,0.89,0.86,0.84,22149,295.4,41.87,27.25,60.25,9.05,166.84,88.74,38.39,41.87,38.39,265,129,132,526,35,27,0,60,1,151,120,230,359,23,48,182,11,11,83,264,76,54,8.16,8.95,24.75,5,9,21,526,394,394,5,7.2,6.28,5.7,43.36,43.36,40.71,55.35,4.96,2.85,8.33,1.74,17.99,38.13,4.91,4.96,4.91,58,16,11,85,2,2,0,8,0,13,49,56,72,14,30,200,59,34,58,53,16,5,1.52,2.12,1.33,0,1,1,85,74,74,49,0.65,0.51,0.51,5.1,5.1,5.06
PHI,2025,PHI,PHI,Team Level,other,82,0.55,0.52,0.51,10626,159.7,37.33,11.16,28.82,5.49,81,56.27,35.21,37.33,35.21,145,76,87,308,40,11,3,22,0,81,67,105,181,6,12,109,33,23,33,110,54,57,4.1,6.46,26.76,9,8,23,308,221,221,14,3.25,2.87,2.87,37.63,37.63,35.96,155.78,30.21,10.38,28.48,4.97,79.02,56.95,28.92,30.21,28.92,136,74,75,285,30,12,1,15,1,68,84,106,180,15,28,153,27,19,44,114,57,39,5.16,6.7,18.35,5,10,15,285,210,210,20,2.86,3.14,3.14,29.93,29.93,29.22
PHI,2025,PHI,PHI,Team Level,all,82,0.51,0.48,0.49,301645,2358.33,241.58,169.34,559.99,80.02,1249.03,901.1,229.95,241.96,230.33,2090,1112,1139,4341,240,256,28,441,5,1107,1153,1850,2962,307,699,2211,1882,349,1207,2298,643,261,70.11,78.72,92.74,90,80,70,4342.42,3202,3203.01,580,38.21,55.24,55.36,224.37,224.77,218.76,2431.21,232.25,165.31,582.92,81.22,1308.92,949.46,222.78,233.06,223.59,2087,1234,1335,4656,239,237,25,401,3,1204,1237,1848,3082,301,677,2257,1730,357,1218,2499,578,244,77.22,69.12,85.9,97,83,59,4668.68,3321,3331.96,559,36.91,48.66,48.66,220.44,221.15,215.55
